"Name";"ID";"Source";"Color"
"Owlbear";"2c734808-cb4f-4425-a8cc-977c2a1ee5fa";"";"TRUE"
"Owl";"7e9184d4-5ac1-48ba-8aaa-d4cf2e65f933";"";"TRUE"
"Mule, Pack";"1393b9a4-8c33-42b5-b3f5-30b8e23cc6dd";"";"TRUE"
"Pig";"9ccc5edb-6bb5-4a82-83aa-e5e5775e8f07";"";"TRUE"
"Pterodactyl";"65c7d0dc-7cbe-4cd9-8592-24a9bfcc4508";"";"TRUE"
"Raptor";"8fa8c4bf-aa48-4257-bbfe-6fea5bacdfed";"";"TRUE"
"Raven";"0eccf296-c033-4264-b2c6-2f83e3fc4969";"";"TRUE"
"Rooster";"8e3155e4-d303-4f5f-ad7a-f1e8a0a223fb";"";"TRUE"
"Shark, Great White";"ac0de4cc-c084-4720-9902-623249d17c91";"";"TRUE"
"Snapper, Giant";"3dd48e33-73ef-4e9b-aa61-c7edb454f5e4";"";"TRUE"
"Wolf, Vicious";"0d8a372c-7d6c-4ef5-9ff2-1559b5021830";"";"TRUE"
"Rabbit";"f6868f01-cf24-433d-a887-46083a288e69";"";"TRUE"
"Celestial Guardian";"dbb9d975-0313-4f9a-a6d4-51d1b8985451";"";"TRUE"
"Celestial Guardian";"0e919ce8-61e4-42cc-b7d1-ce10526f3d5c";"";"TRUE"
"Clay Golem";"e4051457-473b-4dd7-8910-bf3bdf7fed25";"";"TRUE"
"Golem, Flesh";"fbbcac23-a5a6-4ffe-8500-0734a87b9f5c";"";"TRUE"
"Homunculus, Buttons";"f47f7e86-bbf2-4995-a452-9a6eb76e9983";"";"TRUE"
"Magic Weapon";"eaceea7a-a5ab-4a39-bbfe-69c20cafb2fe";"";"TRUE"
"Scarecrow";"d3cce6b7-92d2-406a-977a-ec16707063f7";"";"TRUE"
"Razgora";"0dbcc627-9294-40ba-b3b0-315a6e2f73aa";"";"TRUE"
"Kozra";"b9f9e1a6-807f-4ce8-9ea0-dba821d75bbe";"";"TRUE"
"Hell Hound";"dbca8944-99d5-4332-82fc-44c823f7355f";"";"TRUE"
"Klojin";"01f9a41d-a625-4cfd-939d-faade7ac3d64";"";"TRUE"
"Succubus";"ce7bb31f-2c0d-4445-a722-1fcfd706e3ee";"";"TRUE"
"Blade Demon";"305acafb-b330-42d6-90be-0eda26e606a9";"";"TRUE"
"Imp";"dcb0695e-7e43-4a9d-8007-b10da7a303e2";"";"TRUE"
"Kiroterror";"67bc91ec-30a2-48b0-9b8c-fa127c6c0bf0";"";"TRUE"
"Dragonfolk Spellcaster";"5dd58c82-a4a9-4fef-be31-24b50daedecd";"";"TRUE"
"Dragonfolk Spellcaster";"74e4b677-75a5-433e-a9be-99089b3ec1c4";"";"TRUE"
"Dragonfolk Warrior";"f88981dd-e937-452b-b760-06160bbe512c";"";"TRUE"
"Dragonfolk Warrior";"28bfaf42-2119-4543-ad46-4fa7015d126f";"";"TRUE"
"Dark Dwarf Warrior";"6513c499-7f1c-434f-8c0c-1f3c76f6b6df";"";"TRUE"
"Dwarf Commoner";"4e375f61-bccc-4dc5-a738-08ef557ff89c";"";"TRUE"
"Dwarf Bard";"e08406cf-4930-46c9-8af9-420e75d8386d";"";"TRUE"
"Dwarf Paladin";"537d21df-3cd7-4873-bd75-3913621e484c";"";"TRUE"
"Dwarf Warrior";"fa90f8c9-0734-43bb-8d51-09e68ca5b114";"";"TRUE"
"Dwarf Commoner";"d3a0e612-45ca-4609-96ac-17659352f3fe";"";"TRUE"
"Dwarf Commoner";"f0aa7361-0cb8-4225-9c78-1764d790d95d";"";"TRUE"
"Dwarf Warrior";"b3dc7d69-6b08-44ab-a348-553959601805";"";"TRUE"
"Air Elemental";"53202e70-c49c-4e07-a524-d4ecf3bd0107";"";"TRUE"
"Earth Elemental";"66495266-e4d9-4ca2-afc7-9548b923dbb4";"";"TRUE"
"Fire Elemental";"3b0ef930-6fdb-4272-86c9-77cead4fcf8a";"";"TRUE"
"Water Elemental";"1e8aff88-86c1-45df-bfb6-6dc63eba08b7";"";"TRUE"
"Half-Elf Cleric";"5ae937ab-992f-4bd7-834e-a4aa005767eb";"";"TRUE"
"Dark Elf Spellcaster";"0773511c-97db-4cb3-ab36-b44687fe9fcb";"";"TRUE"
"Dark Elf Warrior";"c80ffab5-b145-4d0a-a58a-00c66e7d2e42";"";"TRUE"
"Elf Rogue";"c7a800e2-aefe-47f1-9c91-f172c9614123";"";"TRUE"
"Elf Druid";"deb58ea9-4c8e-4cfc-a81c-d9ffc7e37c98";"";"TRUE"
"Elf Spellcaster";"cc8560d3-7472-4c3d-bdf3-06b24b6445e3";"";"TRUE"
"Elf Ranger";"2cc5d294-a8d9-4019-b4ab-991d976072b1";"";"TRUE"
"Elf Spellcaster";"7b25890c-244d-462b-9248-17e179d6dbe5";"";"TRUE"
"Elf Commoner";"1f3ea4bb-62d6-4c70-97da-bf75e3e1537c";"";"TRUE"
"Elf Commoner";"735347cb-77e2-4714-9e0f-17db9838cb4b";"";"TRUE"
"Vanessia Genive";"1ae71441-3214-4d3d-b73b-75ee3809fd44";"";"TRUE"
"Half-Elf Ranger";"fecfb002-648b-4539-9ba0-e4fe9c3876af";"";"TRUE"
"Dryad";"56b95260-d19c-4441-b39c-7846c5fabae7";"";"TRUE"
"Forest Fairy";"df1745c8-3f10-4320-87c2-661176055578";"";"TRUE"
"Fungus Folk (Tall)";"0c4431a0-154d-4e7b-a369-f7f5caae20d2";"";"TRUE"
"Shroomer";"2fecf9d2-a4b2-461c-a75e-84dc62228005";"";"TRUE"
"Satyr";"53f1e54f-507b-40fe-85ba-cf3cf6cc5058";"";"TRUE"
"Satyr";"cb81953a-4d1c-4bab-9715-6c079d619b86";"";"TRUE"
"Tomte";"e4290f36-2764-47b8-9566-3d2e6ac31e7b";"";"TRUE"
"Treant";"66d82ff5-e23c-4bb4-8eae-67174f4cf494";"";"TRUE"
"Ettin";"14fa30bf-23e9-4aa3-8bd8-58bb6f0750ee";"";"TRUE"
"Frost Giant";"2355c7c4-dee9-4571-a578-074d28f9a1b6";"";"TRUE"
"Fire Giant";"3e7e0570-19ad-4b7a-a137-ba3ad960b951";"";"TRUE"
"Ogre";"e0b83c7a-0419-49ea-a65e-b6f91d9fa067";"";"TRUE"
"Ogre Spellcaster";"9ef109da-e202-4b3b-bdeb-4bad0d7627fb";"";"TRUE"
"Gnome Alchemist";"9c812c10-db53-4275-bfa3-5a20ea244798";"";"TRUE"
"Gnome Spellcaster";"1287d5dc-5fbd-4587-be8d-bbf2e59ad9b9";"";"TRUE"
"Gnome Tinkerer";"f3a9fb99-2ce4-4f69-96a9-3461cf180cbd";"";"TRUE"
"Yigmond Marbu";"f34e650a-5560-49ed-8bcd-8f3dabb7581e";"";"TRUE"
"Dark Gnome Cleric";"95d17db2-80ca-46a8-b1c8-82964c10137d";"";"TRUE"
"Dark Gnome Warrior";"1769ead7-1eef-44d9-b0d3-33e135a7172f";"";"TRUE"
"Goblin Rogue";"a089d1fb-fe14-44bf-a462-7775e2c419c8";"";"TRUE"
"Goblin Archer";"1a62995a-2857-4172-93b2-06a16e8261bf";"";"TRUE"
"Goblin Warrior";"02ce1055-843e-411e-b875-97dad7ce9a73";"";"TRUE"
"Goblin Spellcaster";"8880b712-85eb-4adf-91ab-8d8419a173a0";"";"TRUE"
"Half-Demon Commoner";"d6cd8dd6-09b2-424c-a383-80a59dd4fac3";"";"TRUE"
"Half-Demon Commoner";"d8fea8f1-7c5e-4f4a-a2c3-deba26b2ac34";"";"TRUE"
"Half-Demon Rogue";"2539a0b5-6ca6-4ef2-a98e-9ef7cc99430c";"";"TRUE"
"Half Demon Spellcaster";"02a6dea1-2c7b-4c8f-a420-7e73852fd56a";"";"TRUE"
"Half-Demon Warrior";"b341bc85-139c-46da-93fe-519272e15543";"";"TRUE"
"Half-Demon Spellcaster";"f61f4c48-ce60-4bca-8aa4-4c2581cc7582";"";"TRUE"
"Half-Demon Shopkeeper";"67c6b32e-bda3-42b1-91c8-42dac13fc32f";"";"TRUE"
"Half-Demon Commoner ";"5edd569d-aa48-4ac0-92bc-64ce8fcb8413";"";"TRUE"
"Half-Demon Caster";"32fbdb43-e809-4eea-a834-5d120886bd81";"";"TRUE"
"Half-Orc Warrior";"bbc30c2c-c784-4d12-8bea-cf9424f5ebcd";"";"TRUE"
"Half-Orc Warrior";"bfa05721-75ee-4aa9-aa2d-dce389171d05";"";"TRUE"
"Half-Orc Spellcaster";"710c19c4-bb33-439d-a601-df6cb0198f00";"";"TRUE"
"Half-Orc Commoner";"b735b7c0-5dba-460d-aa14-2832ed0ebea7";"";"TRUE"
"Half-Orc Commoner";"c7603eda-e3cf-412f-9e6e-c3d6e0885beb";"";"TRUE"
"Half-Orc Warrior";"3c98486a-990e-427c-943d-dc58eba7b3a3";"";"TRUE"
"Halfling Rogue";"b32df07b-e99f-4e60-ac6c-13d26566d0b6";"";"TRUE"
"Halfling Commoner";"0706d271-20bb-4fa7-9b96-5c265b696d80";"";"TRUE"
"Halfling Warrior";"983ebc3d-7ad2-4d63-baad-b338fd54550d";"";"TRUE"
"Halfling Rogue";"3b43258f-f723-42ec-b5fc-50a19171362c";"";"TRUE"
"Halfling Warrior";"dbcf4516-fbf4-4a94-808e-63edb65172a3";"";"TRUE"
"Halfling Spellcaster";"d5a43392-ea2e-4eb8-878b-f7d5302d285c";"";"TRUE"
"Halfling Spellcaster";"783e5bae-5136-43bb-810d-f4b34756e764";"";"TRUE"
"Human Barbarian";"aba6b475-a026-48dd-9722-c8d7049e2566";"";"TRUE"
"Human Bard";"b9529862-8d73-4662-ab13-cf9232b1ccf9";"";"TRUE"
"Blacksmith";"8b41f693-e0bd-4050-80de-568e2bf0cc10";"";"TRUE"
"Commoner";"c7b7f271-b602-44f1-a175-17e08967f299";"";"TRUE"
"Commoner";"9f64c6ac-15ed-4000-8a99-5ddcba201883";"";"TRUE"
"Merchant";"87046ea0-c22b-4a50-8f10-0d8a55885f38";"";"TRUE"
"Commoner";"d5614ded-682c-4276-be07-8a095ac8400e";"";"TRUE"
"Commoner";"c1ac3102-3307-4dd4-a8be-ec6f0f21e832";"";"TRUE"
"Commoner";"c31cfe74-a969-4b2a-8bac-7ae805cb7a8e";"";"TRUE"
"Cultist";"b22a3f99-255f-4963-a3cc-d29657154456";"";"TRUE"
"Human Spellcaster";"a7d49bed-8c73-4a7c-877a-bd911a9ccc38";"";"TRUE"
"Human Druid";"ae4b3999-4028-417d-b5cb-b244363e5481";"";"TRUE"
"Commoner";"389c30a8-e67a-4f6c-9b5d-294fb374cbb4";"";"TRUE"
"Grave Robber";"0ec820ca-870a-4f3f-b4b4-c926c5188f4f";"";"TRUE"
"Human Bandit";"f982056e-5c3c-4acb-ba42-7ec035db53c9";"";"TRUE"
"Human Bandit";"a0cbec0d-e181-42be-8a27-37afac1f3d91";"";"TRUE"
"Human Bard, Doom";"35c983ff-fd46-4cf1-9292-ed4df639a67b";"";"TRUE"
"Human Captain";"1fa08b31-1971-47f6-8d99-a7c8499f5e61";"";"TRUE"
"Human Exlporer";"6850e0c3-e6f8-40aa-8ba9-77e726d9564f";"";"TRUE"
"Human Knight";"fb8b4c39-9056-4822-a52a-2a5d3f13f7a2";"";"TRUE"
"Human Warrior";"9c9ea41f-d507-4690-8798-7d5b8805f965";"";"TRUE"
"Commoner";"c794ce90-8ea3-4b31-b897-3ec4da3692c6";"";"TRUE"
"Commoner";"19200b0f-24fc-4424-b1c4-66f0c2de503d";"";"TRUE"
"Human Soldier";"c40f5ac6-8816-477f-9616-2dbbf7dd96b7";"";"TRUE"
"Human Soldier";"e9117ad2-5947-42cf-8263-c3e92c93c07a";"";"TRUE"
"Human Spellcaster";"2678c6a5-72d8-4cc7-81c6-9b5c9c5bbf1c";"";"TRUE"
"Innkeeper";"5444d373-5db6-49e9-8501-6bb0bda16add";"";"TRUE"
"Knight";"afee4e5c-96c9-497d-a348-55288178811b";"";"TRUE"
"Knight";"7241df8e-f5b7-4ae6-a904-92a1662cab0a";"";"TRUE"
"Merchant";"57c8712e-c26e-4491-8bb7-40c88b2f999b";"";"TRUE"
"Human Warrior";"80858f64-9dba-40f6-b92d-42c5130c50e0";"";"TRUE"
"Noble";"552af34d-c975-4058-9c0d-8b4d9b3badb8";"";"TRUE"
"Human Warrior";"29a3deda-6e42-4635-8295-d639451b4a4a";"";"TRUE"
"Commoner";"03ef1953-e343-455f-bd2f-4d85a52ef186";"";"TRUE"
"Human Spellcaster";"712ffa6e-1eeb-4474-a8b5-437dc0f2684f";"";"TRUE"
"Human Spellcaster";"6e61880c-6e77-4e6e-a41d-6901f472c5a1";"";"TRUE"
"Human Caster";"5395a541-34ab-4de3-a89c-4c16a852b165";"";"TRUE"
"Human Paladin";"bf88b8aa-9199-4c8f-af56-5e75736d129f";"";"TRUE"
"Bugbear";"71cdee5c-de52-4091-b81c-f356eefc553e";"";"TRUE"
"Bugbear";"dfe0eb06-3316-4c3e-83fa-7248cdcdbbd8";"";"TRUE"
"Bugbear";"38ce4811-7d66-4f7f-85a4-c639b061b78f";"";"TRUE"
"Catfolk Rogue";"d620be7a-5b3b-4f2a-aa3c-2c3565baf91c";"";"TRUE"
"Catfolk Warrior";"e322b9ee-d0ac-4495-8490-1dded73a2e05";"";"TRUE"
"Clockwork Warrior";"6ba05c81-c310-4125-a696-d93cc0aab1c7";"";"TRUE"
"Clockwork Warrior";"d2b8b571-f40b-4461-b817-e711daf2d9cc";"";"TRUE"
"Croaker Warrior";"be6240de-72e0-4a57-bcaa-f02beb315db5";"";"TRUE"
"Fenfolk Spellcaster";"5b33d121-f768-4beb-a73f-8eb530ff8b0f";"";"TRUE"
"Giller Warrior";"0023fc8e-7a8c-42e4-9b2a-ca7e0d5dec1c";"";"TRUE"
"Gnoll Alchemist";"ae9a74c6-4fc2-487c-a808-2bfb8036872e";"";"TRUE"
"Gnoll Artcher";"0f5ea56d-7f5a-4d07-921a-c026ef59ffd4";"";"TRUE"
"Gnoll Fighter";"6c7a68a7-95cd-4e32-a9ce-52e07d9c952d";"";"TRUE"
"Hag";"f73926fd-891f-4888-b6a0-8203691f2dc8";"";"TRUE"
"Dark Jester";"eafaf703-9bf1-4c2d-9bf8-077591b155a7";"";"TRUE"
"Kobold Warrior";"923e670f-5c00-457f-9f7d-1a4e457db6f9";"";"TRUE"
"Kobold Tinkerer";"0c795229-378c-4a37-82f6-e0801ba2e6dd";"";"TRUE"
"Lizardfolk Warrior";"8b76564c-7f22-413c-84b2-23212abaee59";"";"TRUE"
"Minotaur";"e4faa1b8-b416-44ce-aba6-83b2de06824a";"";"TRUE"
"Ratfolk Warrior";"0eed68d6-0d57-405a-9784-a31b13537a1d";"";"TRUE"
"Ravenfolk Rogue";"bb2a724b-6b00-4799-8b8a-cf5aa81f7de0";"";"TRUE"
"Fenfolk Shaman";"a3bacecb-0129-4651-b224-d709f86ffc68";"";"TRUE"
"Black Pudding";"e0451b02-361c-4875-b8a8-b041df49d97e";"";"TRUE"
"Burrow Beast";"9be7e43f-f2ba-4307-85e8-632613c9ab21";"";"TRUE"
"Cave Horror";"ce5c71fc-6643-47f0-9dee-f796ed9c1ce8";"";"TRUE"
"Chimera";"87b717f0-395b-4de8-9bf0-101a46536d33";"";"TRUE"
"Cloaked Nightmare";"9a5c4a06-e2c8-45d0-84d7-bac74b2ed6a5";"";"TRUE"
"Dragon";"dc39fae5-7747-47d8-85e9-bb8abab8c2f4";"";"TRUE"
"Dragon";"e3c8c0d3-c1bd-4dcf-a892-b88881712950";"";"TRUE"
"Drider";"5232cd1a-396f-44cd-8f12-5f0ada3f7aa3";"";"TRUE"
"Gargoyle";"8fe1fe94-0614-421c-b0f5-53ff4ea606ce";"";"TRUE"
"Giant Worm";"ca67e7bb-1d98-4ee2-949a-6451ab137e96";"";"TRUE"
"Gorgon";"aeda4891-1dfe-49db-8435-7c256dd909f6";"";"TRUE"
"Griffon";"c85a3738-ea36-4637-be13-67f5fc31a863";"";"TRUE"
"Harpy";"f98c186f-696d-4334-9dff-25ec03676cb8";"";"TRUE"
"Hydra";"174b783b-c07d-4996-bf6f-52aafa2d7d73";"";"TRUE"
"Insectoid";"a775d8b0-432c-41f1-82fd-e79df6bd7525";"";"TRUE"
"Insectoid";"36d67639-10b5-44a0-8f4d-34aa1ff810d4";"";"TRUE"
"Insectoid";"75df188c-67ad-4f9c-813c-766a48ca8a15";"";"TRUE"
"Manticore";"3a6bfe25-fcb0-4682-81a5-047fc122b1f9";"";"TRUE"
"Mimic";"1901d976-f7b9-4514-8500-f21b6c3756cd";"";"TRUE"
"Mimic";"2e039487-d62e-44bf-a9cd-e314b7287725";"";"TRUE"
"Rust Eater";"c2790cbf-dfa4-4a25-91c8-4ac4c2e823a9";"";"TRUE"
"Sea Monster";"43aa6c4a-1327-486d-8883-36564bb75ce6";"";"TRUE"
"Tentacle, Large";"9dfd67c9-3e74-4079-9c8e-b81d680acc5a";"";"TRUE"
"Serpentfolk Archer";"86e47097-c86c-45f6-ad77-e9064191792b";"";"TRUE"
"Serpentfolk Caster";"f7fd7d1c-f98b-4535-8d2d-0773ff7ed77f";"";"TRUE"
"Serpentfolk Warrior";"88872f42-0a97-487b-a89f-393ee4fe0ef0";"";"TRUE"
"Shambler";"6d9f4acf-dcca-4f33-9c05-106f77670380";"";"TRUE"
"Slime";"62a6d6c0-deab-44b7-a9a4-322b115374a2";"";"TRUE"
"Stirge";"68afb2eb-4809-4bd1-afd2-fc7c18b033b4";"";"TRUE"
"Troll";"e90923c3-441a-4811-93d0-946f267281f1";"";"TRUE"
"Werewolf";"2f07389d-9c10-417f-8e32-88d1551327f1";"";"TRUE"
"Yeti";"dd10619f-2111-40f2-8d86-4e9407a3003f";"";"TRUE"
"Dracolich";"77f29b74-4eb2-46cf-9cb2-5f6b74d482ad";"";"TRUE"
"Carnivorous Plant";"d799e66c-3897-4eda-b58c-080eca395c64";"";"TRUE"
"Orc Warrior";"759516c3-6bbc-480c-b8bb-ae3081509a99";"";"TRUE"
"Orc Bolter";"74cfb22b-c5f9-4d46-a851-92b6212f777f";"";"TRUE"
"Orc Spellcaster";"4c269c30-e812-4a6e-b314-455d86774e95";"";"TRUE"
"Blood Queen";"841a61fe-4603-4c27-bc4e-424f30dc4fb8";"";"TRUE"
"Death Knight";"95c2a590-af1e-48fc-b7e7-73b28558845b";"";"TRUE"
"Evil Spirit";"be83b2f6-810b-4980-9bc6-44fcd588dbfc";"";"TRUE"
"Ghoul";"6ea9f17b-5399-4535-8ebf-2da33b1ea517";"";"TRUE"
"Haunted Armor";"e56ebe2a-5400-4a09-8e80-d1506d5532d9";"";"TRUE"
"Lich";"7ff2a6e1-2c02-45f5-a30b-4c8f67239661";"";"TRUE"
"Ghost";"32202aca-89a9-47e1-aeba-89884457b7ec";"";"TRUE"
"Mummy";"065eb04a-0c5c-4086-abb1-6ef11bf9ab0d";"";"TRUE"
"Skeleton Archer";"6bc7f4dd-e5ca-4e99-ba6e-d39804fb3663";"";"TRUE"
"Skeleton Lord";"0e96e650-18e2-4007-8277-943e4c16b826";"";"TRUE"
"Skeleton Warrior";"d20324fd-8951-4f76-bf03-249c19662f80";"";"TRUE"
"Skeleton Warrior";"e7c4802c-8430-4690-b71e-d88627249ee2";"";"TRUE"
"Vampire";"435c323d-7ab9-47bd-a5a3-d9344c59af5b";"";"TRUE"
"Zombie";"c4109b05-0e1c-4b71-b1c3-2c4153b13133";"";"TRUE"
"Zombie";"b7b0795e-29f1-471a-8dcc-695eaa8cd288";"";"TRUE"
"Zombie";"729c5a08-73fe-4022-aae1-8e89dd784c14";"";"TRUE"
"Zombie";"6457b863-0258-4149-b552-32d405f366b6";"";"TRUE"
"Zombie, Dwarf";"c2064207-1984-460a-a1b8-5c0f34e590e9";"";"TRUE"
"Zombie, Elf";"4f123d56-a712-496b-b436-f5f99f2fcde9";"";"TRUE"
"Avatar Lurue";"b468a43f-339b-d606-d2b0-64aa0be5555e";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Grick Alpha";"10d01dc9-c307-7a00-c5d1-4bfbf6e8146e";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Grick";"0cc7f9b2-29bf-3632-8636-a1a8a9ef85bb";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Wereboar";"15b4c738-9e8c-6a0d-ccaf-632324c7d0ab";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Worg";"b2d334f0-a2a5-58e5-1cef-7929c41fb98f";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Acolyte";"78af37b6-a0ad-a300-9023-b4ead9db041a";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Ambush Drake";"c04f0af5-c0ea-1c4e-51ca-9619db7528f2";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Azbara Jos";"cc9d6c2c-485e-84cc-9c89-4348819ea3c0";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Kid with Backpack";"90567bc8-9da0-695e-e034-bbb89b1b8224";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Barmaid";"f5721241-8b7d-24ab-7646-011f9361bc5e";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Human Berserker";"9a08d6f5-2560-03c6-9ff4-3790dfd09b87";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Castellan Escobert";"7939efdc-2079-1d70-c8ff-e1b07e7609f3";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Child Female";"d1db1b7f-26f8-425e-da3a-81dc6a90f96e";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Male Child";"2b178f26-c2a2-c6b7-477c-c52a4ec0c706";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Cultist";"306dce89-54d0-5c62-4c5e-1258ac94518b";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Langdedrosa Cyanwrath";"dbfc2726-c6c5-ce38-0bc7-602bf460a65c";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Female Child";"0f26c277-d6be-f650-b83b-7122ea45ef47";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Dragonclaw";"a452ffa3-de4e-34b5-c6fd-74cb8c74befa";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Dwarf Cleric";"b2892fc1-e3f8-ad66-cdee-6a3a15f461e3";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Elf Rogue";"edf16cb6-da3a-e804-583c-6fa93ed5f4b3";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Furlam Mondath";"bb869276-5035-4a42-11bd-06bf06f4a7d6";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Giant Lizard";"73624a16-88eb-1541-2ee1-6e2cc4f5f6d7";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Guard";"d5d94adf-2ec2-bcca-a116-e2b8dd0c140c";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Guard Drake";"83367413-fb0a-7eb6-ec93-d410fa84f12f";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Jemna Gleamsilver";"4735664f-87bb-09e1-c94f-a6ff3c954db9";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Winged Kobold";"1bfa7bdc-028a-ef96-0a07-af5558371175";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Leosin Erlanthar";"ac084705-01d1-ba70-46cd-c9fc8d0e2fcc";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
